-23816.8120465,-18620.8595943,-1057.39627707,4719.207732,-27490.83559,-14290.329876,-26401.2680683,-35062.6782451,-12055.8602965,-13359.3516993,
-3189.07592206,-28928.9855276,2792.27369971,-27345.4335497,-21745.0599366,-6751.73513308,-9866.23052383,-36240.658407,-17195.3281189,-27239.2757882,
-14622.0734439,-10840.1331028,-1615.97389874,-9721.50019237,-871.244295974,-4580.34231678,-14618.6120407,-10290.6211958,305.330874817,-8436.04437827,
-14436.2122516,-21939.7768996,-6175.19239222,-5907.80898886,-14539.4408216,-11644.9387821,-31100.0427641,13838.9282044,-8788.6659084,-9259.74102333,
-17924.8034516,-5650.97431611,-12995.6962264,4865.02894302,-26427.8184333,-2185.78298096,-27195.1975201,-2490.90377949,-9716.30105297,1105.51125713,
-5736.17613064,-12668.9865764,-8486.27867138,-7027.01524769,-5128.26695686,2583.48329855,-19299.5689446,-16644.063248,-1791.98529895,-2534.80471053,
-6491.25441338,-27384.5308765,-29195.8930915,-18574.1703834,-10250.4130398,-8025.90709322,-21556.5468495,5425.01089937,-23248.9108787,1804.57696101,
-13690.1117615,6259.67442351,-3038.85345704,-4870.06486535,-6710.53916451,-3346.71088875,1019.78343074,-5588.02528223,-2672.52912689,-6283.10896239,
-18354.5668377,-24798.5538029,-19006.7182152,-25001.8338165,2301.49610901,-15278.6472822,-17637.6276729,-1021.89291935,10.5418789667,1212.24920028,
-24148.5273671,9778.82887668,-6802.41363129,-3032.22422317,-13262.1930685,-693.347151325,-4282.41731504,-7495.70160921,-4522.73521124,-7422.31999722,
-21173.6982372,4227.64968613,3297.98940144,-4663.63297803,-8208.89000483,-11093.4345815,-16381.2324807,-20588.2919838,3420.86227406,-15017.0817469,
-19669.903004,-4335.82323158,-6685.6392592,-12436.448445,2470.36381215,-2539.85951491,-8147.47510038,-3296.93705408,-4093.70707355,-3079.39614298,
-30945.8482059,-4601.85859369,-3888.00409457,445.045300673,-9285.38845405,1057.87793935,-16088.9298076,9940.48598493,-2463.97765059,-6333.5671702,
-14501.0842391,-17443.9056986,-1129.27475677,-12986.9780334,9411.56873272,-24402.4999809,-3430.23972303,-702.455929587,-4101.45316332,-6941.39577637,
-15979.7824027,-5557.1151508,-11446.762016,-2616.08762484,-20129.2199385,3547.94700915,-7158.71490429,-38411.2650996,-228.240655747,-21492.7168534,
-6168.65695531,-7409.41822292,-11938.5419936,12713.8629852,-21705.4785033,-6136.42393472,-12125.9906971,-9659.48350175,-11013.5702085,-14600.5678765,
-7928.17211611,-12326.6456913,-10426.9319788,-23243.5783933,-8500.23526265,2332.22111342,-974.177847349,-30494.5627204,-27755.7866502,-29452.6101252,
-14113.4201117,-10392.3875202,-5370.18078933,-12310.9308933,11939.05487,-5218.74421452,-3452.45943849,-14892.3483589,-4340.15510764,-5839.18338718,
-12950.3916055,-4714.58985532,5283.32197785,-8945.34467139,-11977.6357303,-12857.3677716,-4467.40485971,-16803.3452274,-10543.4947914,-8564.69076347,
